obs_id,age,income,hours,female,churn_TF
0,1.078621033038922,-1.4065512914399503,2.0760859544115293,0.0,0.0
1,-0.31623813957832214,1.6090101661187937,0.19089098929344706,1.0,1.0
2,0.6594509348508718,-0.1429103288468676,0.41402846441292657,0.0,1.0
3,0.8682649168249963,-0.31465592595046754,-0.9267150797513994,1.0,0.0
4,-0.15985574530132748,0.24312029580949282,-0.7885689067448729,0.0,1.0
5,-0.5158460738116369,0.678827026327368,1.6064794869025973,0.0,0.0
6,-1.0841620632295483,-1.0042512025243513,0.7912549491605765,0.0,0.0
7,-1.7840400755282364,0.7262391090501441,-0.5537534536614286,0.0,0.0
8,-0.14864510583639337,-0.7990113306797295,0.6882492008697391,0.0,0.0
9,0.2445962386278763,-0.6419817772829116,0.5866144020761551,0.0,1.0
10,-1.6918448862166637,0.3163491331436044,-0.7036324256159173,0.0,1.0
11,0.23223400311096185,-1.340041827666816,-1.0832584964296008,0.0,1.0
12,0.02470058044447885,-1.0669118673693545,-1.4293815665378877,1.0,1.0
13,0.2953278423572549,0.7718175964125765,1.0006846963047378,0.0,0.0
14,2.0339070688784253,0.7567197863638034,0.15346477970370642,1.0,1.0
15,0.2668327118870012,1.280469757482482,-0.10439390130526194,1.0,0.0
16,-0.026818836866207275,1.6066779375305065,-1.7487427587116715,1.0,1.0
17,0.5639520990659194,0.5163895698922724,-0.20070902245033484,1.0,1.0
18,0.35145467158142046,-0.8608295238962548,-0.640584439882226,0.0,0.0
19,0.16878196522733713,-0.5200459267681633,0.4433183376917634,1.0,1.0
20,0.13651113155999287,0.17402211002700602,0.22074425238525006,0.0,1.0
21,-0.81615111865801,1.1146815027827628,-0.15342088225174103,0.0,0.0
22,0.3859439018037689,-0.15219297730694353,0.2814335891539436,0.0,1.0
23,1.174980649566067,-2.0977966948524376,0.039675768098432096,0.0,1.0
24,-0.42498230291553346,1.4833853387463831,-0.43606601035531767,0.0,0.0
25,1.1422427170847635,-1.4671983647291693,0.970610821952372,1.0,1.0
26,-0.027688931068848274,-0.2463380022632082,0.3696222580553291,1.0,1.0
27,1.0398657914679652,2.1177560846535775,0.34025334603316215,1.0,1.0
28,-0.7498563869677989,1.4093598753277243,-2.079950873223546,0.0,0.0
29,1.187156483477897,-0.900688356154613,-0.8251804779937252,1.0,1.0
30,1.025158184823669,-1.2399251523697825,-1.5168568007467804,0.0,1.0
31,0.1295975384653021,0.37179253670042656,0.20572117232403775,0.0,0.0
32,-0.021540012485736927,-0.3309972575846627,-0.329808893346177,1.0,0.0
33,-0.5309116410121543,-0.6586540440566582,0.19316487324721412,1.0,1.0
34,0.8936005917313042,-0.14762807360846655,-0.25009056846890915,1.0,1.0
35,0.6539352069510826,0.5730282872870831,1.3699895201741552,0.0,1.0
36,-1.8880744775054261,-1.5777644724517748,1.2020708056896838,1.0,0.0
37,-0.5587890485791185,0.19316031526399893,0.4516212155388785,0.0,1.0
38,-0.30612212773547126,0.3971582338472786,1.8390045491372342,0.0,0.0
39,2.3279498508953704,0.2889906039715018,1.7173354318812475,0.0,0.0
40,1.7283881538962116,1.0886770578475036,1.7060911714406146,1.0,0.0
41,0.3263917267364121,-0.49173030190698536,0.4826379019799242,0.0,0.0
42,1.5131264366888648,0.24679352689699802,-0.8695632296500811,0.0,0.0
43,-0.5147620359153601,-0.5171631771763879,-1.7746065334693761,0.0,1.0
44,-0.7980817932827731,0.9524152659718171,0.8593243313719117,0.0,1.0
45,0.617068116599469,-0.7412994012314422,0.4465984733619646,0.0,1.0
46,-1.5596319864932233,-1.6235675093684248,1.9630445053307826,1.0,0.0
47,-0.6507570802678388,-1.7933703083747483,-0.8791029149144961,1.0,1.0
48,1.9929232946967381,0.7009968672519757,0.46075547676735334,1.0,1.0
49,-0.49370067747254975,0.3961530006585977,0.4070505027562046,0.0,0.0
50,0.18274424117194946,1.2835203340429058,1.0389742434553846,1.0,1.0
51,-0.7313513559084576,-2.773348474194443,0.2712693187254316,0.0,1.0
52,0.18085442413424063,0.19270844136297155,1.909028680696115,0.0,1.0
53,-0.6404852785864104,-0.6047626561321084,-1.0000589725190334,0.0,1.0
54,0.38516118956251033,2.04371750772706,-0.21266895936784713,1.0,1.0
55,0.642336102428693,-0.19754078326884328,-0.5496753090183979,1.0,1.0
56,-0.12352825080598985,-0.908913316963732,0.6236076735359135,1.0,1.0
57,1.0079125173379202,-0.43309758491434,0.09430838260167852,1.0,1.0
58,1.0560318383329552,0.3794049830155776,-0.24755637861702118,1.0,1.0
59,-0.8624046148163793,0.16706593927809632,-1.9785655158417506,0.0,1.0
60,0.4682931078904332,-0.9064647603964412,2.130483305600664,1.0,1.0
61,-0.11712460887764316,0.9592359100709253,-0.7449063844841595,1.0,1.0
62,-0.5050086022964274,-1.6796288324377373,1.2486801309730786,1.0,1.0
63,-1.6354483066396428,0.6142879388881003,-0.42533295610821825,0.0,1.0
64,0.3815103841811022,-1.0505928782562546,-0.6591367030553588,0.0,1.0
65,1.7164637592685756,-0.493982268206981,0.28699277112725347,1.0,1.0
66,0.0801857258275887,-0.27295428908346064,-0.5352146737913539,0.0,1.0
67,0.5455134515801048,-0.8414341773938225,1.3339932749835497,1.0,1.0
68,-0.2676969560199859,-0.766693924088986,0.17795810024380418,1.0,1.0
69,0.621789447295623,-0.5685990304205614,-1.1445469437422944,1.0,0.0
70,2.0533335491399565,-0.3458399002136809,0.4181117791642588,1.0,1.0
71,0.41883888023721905,-0.7429025742104779,-0.033155975168820455,0.0,1.0
72,-0.1699623466915765,-1.5133817161774796,-0.1778453081381757,1.0,1.0
73,-0.3948322563477603,1.799693465200161,0.12628941744120314,1.0,0.0
74,0.6387818763535924,1.365798863872094,0.7166205427590878,0.0,1.0
75,-0.02700144607614474,-1.2363077877030604,0.394839658304616,1.0,1.0
76,-1.422523648662463,0.8008215559662424,1.1668380314585847,0.0,0.0
77,0.7156725686094639,-1.3818439383922763,0.040395459626497314,1.0,1.0
78,-0.5844552499274359,-0.5136792488331411,-0.43366565675049706,1.0,1.0
79,-0.7227733947049265,1.506929102833786,-0.7148199596143797,1.0,0.0
80,-0.16765418433014506,0.8938510488695043,1.7768780379624187,0.0,0.0
81,-0.09136116997627229,1.1496814420825008,-0.11664141445411016,1.0,0.0
82,-0.5166442186444864,0.10441078289755945,-0.3055180641143172,0.0,0.0
83,-0.9256084404610962,-0.704718158984972,-0.36328457936669406,1.0,0.0
84,-0.0731795268110546,-0.0972682070146828,1.2487697834989264,0.0,1.0
85,0.06731243364757016,0.04124420981017306,-0.21943110487920528,0.0,1.0
86,-0.21333834544138622,-1.6839054067229948,-0.5986981527010276,0.0,1.0
87,1.290947352815353,0.4265560521784179,-0.20942161235948267,0.0,0.0
88,0.9593493817690131,0.7494805943025048,0.10036357911067983,0.0,1.0
89,-1.6669627255172905,-0.4277424304732692,1.300490838193101,0.0,1.0
90,-1.2943232164998297,-1.4173394392965044,-2.6268429178271337,0.0,1.0
91,-0.6979979914286721,-2.2491347946166975,-0.8197800295386505,1.0,1.0
92,0.8869725623725303,0.8447836058164935,-1.6809456329910561,1.0,0.0
93,-0.6716160145382885,0.28835658929818125,-0.5204520151373795,0.0,0.0
94,-0.14221120071067458,-0.985721669831844,-0.2599968927256125,1.0,1.0
95,-1.03310457556947,-0.9268637364333273,0.19446405758892077,1.0,1.0
